generic_name,brand_names,substance,drug_class,product_type
"ACETAMINOPHEN, CAFFEINE",Tension Headache Relief,ACETAMINOPHEN|CAFFEINE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
ARTICAINE HYDROCHLORIDE AND EPINEPHRINE BITARTRATE,Articaine HCl and Epinephrine,ARTICAINE HYDROCHLORIDE|EPINEPHRINE BITARTRATE,Unknown,HUMAN PRESCRIPTION DRUG
"ATOLTIVIMAB, MAFTIVIMAB, AND ODESIVIMAB-EBGN",Inmazeb,ATOLTIVIMAB|MAFTIVIMAB|ODESIVIMAB,Unknown,HUMAN PRESCRIPTION DRUG
LIDOCAINE,DYNAMO DELAY SAMPLE BOTTLE,LIDOCAINE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
POLYETHYLENE GLYCOL 400 AND PROPYLENE GLYCOL,Systane Ultra,POLYETHYLENE GLYCOL 400|PROPYLENE GLYCOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
SABAL SERRULATA,SABAL SERRULATA,SAW PALMETTO,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
RESLIZUMAB,CINQAIR,RESLIZUMAB,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
"OCTISALATE, OCTOCRYLENE, TITANIUM DIOXIDE, ZINC OXIDE",Dolce and Gabbana Everlast Foundation SPF 20 17W Medium,OCTISALATE|OCTOCRYLENE|TITANIUM DIOXIDE|ZINC OXIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
"AVOBENZONE,OCTISALATE,OCTOCRYLENE",HAWAIIAN TROPIC,AVOBENZONE|OCTISALATE|OCTOCRYLENE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
"AVOBENZONE,HOMOSALATE,OCTISALATE,OCTOCRYLENE",HAWAIIAN TROPIC,AVOBENZONE|HOMOSALATE|OCTISALATE|OCTOCRYLENE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
ACETAMINOPHEN,Childrens Tukol Acetaminophen Fever Reducer Pain Reducer,ACETAMINOPHEN,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
ADVANCED LAVENDER AND WATERLILY DRY SPRAY 72H ANTIPERSPIRANT DEODORANT,Degree,ALUMINUM SESQUICHLOROHYDRATE,Unknown,HUMAN OTC DRUG
MEMANTINE,Memantine hydrochloride,MEMANTINE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
DEXTROMETHORPHAN HBR,VICKS FORMULA 44DM COUGH,DEXTROMETHORPHAN HYDROBROMIDE,Unknown,HUMAN OTC DRUG
"DEXTROMETHORPHAN HBR, GUAIFENESIN",VICKS FORMULA 44DM COUGH and CHEST CONGESTION,DEXTROMETHORPHAN HYDROBROMIDE|GUAIFENESIN,Unknown,HUMAN OTC DRUG
"ACETAMINOPHEN, DEXTROMETHORPHAN HBR, CHLORPHENIRAMINE MALEATE",VICKS FORMULA 44DM NIGHTTIME COUGH and COLD,ACETAMINOPHEN|CHLORPHENIRAMINE MALEATE|DEXTROMETHORPHAN HYDROBROMIDE,Unknown,HUMAN OTC DRUG
SPORT 48H ANTIPERSPIRANT DEODORANT,Degree,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
CITALOPRAM HYDROBROMIDE,Citalopram Hydrobromide,CITALOPRAM HYDROBROMIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
CETIRIZINE,CAREALL Cetirizine HCl,CETIRIZINE HYDROCHLORIDE,Unknown,HUMAN OTC DRUG
IBUPROFEN,Dolex Flex,IBUPROFEN,Unknown,HUMAN OTC DRUG
CAMPHORA,Camphora Kit Refill,CAMPHOR (NATURAL),Unknown,HUMAN OTC DRUG
VANCOMYCIN HYDROCHLORIDE,Vancomycin Hydrochloride,VANCOMYCIN HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
TRAZODONE HYDROCHLORIDE,Trazodone Hydrochloride,TRAZODONE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
BENZOYL PEROXIDE,Differin 10% BPO Acne Treatment,BENZOYL PEROXIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
ACETAMINOPHEN,Vitapirena,ACETAMINOPHEN,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
ASPIRIN,Adult Low Dose Enteric Coated Aspirin,ASPIRIN,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL AND FERROUS FUMARATE,NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL AND FERROUS FUMARATE,,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
GALLIUM MURIATICUM,Gallium Muriaticum,GALLIUM CHLORIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
DIFLUPREDNATE,DIFLUPREDNATE,DIFLUPREDNATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
GALLIUM PHOSPHORICUM,Gallium Phosphoricum,GALLIUM PHOSPHIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
EXTREME BLAST 48H ANTIPERSPIRANT DEODORANT,Degree,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
BETULA RADIX 6X,Betula Radix 6X,BETULA PAPYRIFERA WHOLE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
CAMPHORA,Camphora Kit Refill,CAMPHOR (NATURAL),Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
WILD WOODS 48H ANTIPERSPIRANT DEODORANT,Degree,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,Unknown,HUMAN OTC DRUG
NICOTINE POLACRILEX,Nicotine Mini,NICOTINE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
VARENICLINE TARTRATE,varenicline|Varenicline,VARENICLINE TARTRATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
ZOLPIDEM TARTRATE,Zolpidem Tartrate,ZOLPIDEM TARTRATE,Unknown,HUMAN PRESCRIPTION DRUG
"AVOBENZONE,HOMOSALATE,OCTISALATE,OCTOCRYLENE",HAWAIIAN TROPIC,AVOBENZONE|HOMOSALATE|OCTISALATE|OCTOCRYLENE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
NITROFURANTOIN (MONOHYDRATE/MACROCRYSTALS),NITROFURANTOIN (monohydrate/macrocrystals),NITROFURANTOIN|NITROFURANTOIN MONOHYDRATE,Unknown,HUMAN PRESCRIPTION DRUG
DICYCLOMINE HYDROCHLORIDE,Dicyclomine Hydrochloride,DICYCLOMINE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
"METHYL SALICYLATE, MENTHOL, CAPSAICIN",OPRAVA,CAPSAICIN|MENTHOL|METHYL SALICYLATE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
NAFCILLIN SODIUM,Nafcillin,NAFCILLIN SODIUM,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
DRY IDEA ANTIPERSPIRANT AND DEODORANT FRAGRANCE FREE,Dry Idea Antiperspirant and Deodorant Fragrance Free,ALUMINUM CHLOROHYDRATE,Unknown,HUMAN OTC DRUG
DAILY DOSE BIORETINOL MINERAL SPF 40,DAILY SUPERGOOP DOSE BIORETINOL MINERAL SPF 40,ZINC OXIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
"ZINC OXIDE, TITANIUM DIOXIDE, HOMOSALATE, OCTISALATE, OCTOCRYLENE",e l f Camo Semi Matte CC SPF 30 Light 205 N,HOMOSALATE|OCTISALATE|OCTOCRYLENE|TITANIUM DIOXIDE|ZINC OXIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
HYDROCORTISONE,Hydrocortisone Plus 12 Moisturizers,HYDROCORTISONE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
SODIUM SULFACETAMIDE,Sodium Sulfacetamide,SULFACETAMIDE SODIUM,Unknown,HUMAN PRESCRIPTION DRUG
KALI FLUORATUM,Kali Fluoratum,POTASSIUM FLUORIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
RAMIPRIL,Ramipril,RAMIPRIL,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
ACETAMINOPHEN AND ASPRIN,Goodys Back and Body Pain,ACETAMINOPHEN|ASPIRIN,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
ASPIRIN,Aspirin,ASPIRIN,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
NICCOLUM CARBONICUM,Niccolum Carbonicum,NICKEL CARBONATE HYDROXIDE TETRAHYDRATE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
METFORMIN HYDROCHLORIDE,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
"OCTINOXATE, OXYBENZONE",Flawless Effect Liquid Foundation SPF 15 Merle Norman,OCTINOXATE|OXYBENZONE,Unknown,HUMAN OTC DRUG
SERTRALINE HYDROCHLORIDE,SERTRALINE HYDROCHLORIDE,SERTRALINE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE",Neutrogena Sport Active Defense SPF 70,AVOBENZONE|HOMOSALATE|OCTISALATE|OCTOCRYLENE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
"ROSA CANINA FRUIT, ANAMIRTA COCCULUS SEED, PHOSPHORIC ACID, CHAMAELIRIUM LUTEUM ROOT, STRYCHNOS IGNATII SEED, ZINC, AND HONEY",D-15,ANAMIRTA COCCULUS SEED|CHAMAELIRIUM LUTEUM ROOT|HONEY|PHOSPHORIC ACID|ROSA CANINA FRUIT|STRYCHNOS IGNATII SEED|ZINC,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
TADALAFIL,TADALAFIL,TADALAFIL,Unknown,HUMAN PRESCRIPTION DRUG
CYCLOBENZAPRINE HYDROCHLORIDE,CYCLOBENZAPRINE HYDROCHLORIDE,CYCLOBENZAPRINE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE",Neutrogena Sport Active Defense SPF 30,AVOBENZONE|HOMOSALATE|OCTISALATE|OCTOCRYLENE,Unknown,HUMAN OTC DRUG
PRAVASTATIN SODIUM,Pravastatin Sodium,PRAVASTATIN SODIUM,Unknown,HUMAN PRESCRIPTION DRUG
SECNIDAZOLE,Solosec,SECNIDAZOLE,Unknown,HUMAN PRESCRIPTION DRUG
TOLTERODINE TARTRATE,Tolterodine Tartrate Extended Release,TOLTERODINE TARTRATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
QUERCUS RADIX 6X,Quercus Radix 6X,QUERCUS ALBA WHOLE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
ROBINIA RADIX 6X,Robinia Radix 6X,ROBINIA PSEUDOACACIA WHOLE,Unknown,HUMAN OTC DRUG
MALUS RADIX 6X,Malus Radix 6X,MALUS DOMESTICA ROOT,Unknown,HUMAN OTC DRUG
ULMUS RADIX 6X,Ulmus Radix 6X,ULMUS PARVIFOLIA WHOLE,Unknown,HUMAN OTC DRUG
ACER RADIX 6X,Acer Radix 6X,ACER RUBRUM WHOLE,Unknown,HUMAN OTC DRUG
POPULUS RADIX 6X,Populus Radix 6X,POPULUS DELTOIDES SUBSP. DELTOIDES WHOLE|POPULUS NIGRA WHOLE,Unknown,HUMAN OTC DRUG
CARPINUS RADIX 6X,Carpinus Radix 6X,CARPINUS CAROLINIANA WHOLE,Unknown,HUMAN OTC DRUG
CERASUS RADIX 6X,Cerasus Radix 6X,PRUNUS AVIUM WHOLE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
"ECHINACEA (ANGUSTIFOLIA), NATRUM PHOSPHORICUM, COLCHICUM AUTUMNALE, ARSENICUM ALBUM, COLOCYNTHIS, CROTON TIGLIUM, GAMBOGIA, ACETICUM ACIDUM, ANTIMONIUM CRUDUM, BISMUTHUM SUBNITRICUM, CINCHONA OFFICINALIS, FERRUM METALLICUM, IRIS VERSICOLOR, LAC DEFLORATUM, MERCURIUS VIVUS, NUX VOMICA, RICINUS COMMUNIS, VERATRUM ALBUM, COLIBACILLINUM CUM NATRUM MURIATICUM, PROTEUS (MIRABILIS)",GI Distress,"ACETIC ACID|ANTIMONY TRISULFIDE|ARSENIC TRIOXIDE|BISMUTH SUBNITRATE|CINCHONA OFFICINALIS BARK|CITRULLUS COLOCYNTHIS FRUIT PULP|COLCHICUM AUTUMNALE BULB|CROTON TIGLIUM SEED|ECHINACEA ANGUSTIFOLIA WHOLE|ESCHERICHIA COLI|GAMBOGE|IRIS VERSICOLOR ROOT|IRON|MERCURY|PROTEUS MIRABILIS|RICINUS COMMUNIS SEED|SKIM MILK|SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE|STRYCHNOS NUX-VOMICA SEED|VERATRUM ALBUM ROOT",Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
METHENAMINE HIPPURATE,Methenamine Hippurate,METHENAMINE HIPPURATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
OXYCODONE HYDROCHLORIDE,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
BUMETANIDE,Bumetanide,BUMETANIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
NICOTINE POLACRILEX,Nicotine,NICOTINE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
ALBUTEROL SULFATE,Albuterol Sulfate,ALBUTEROL SULFATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
DOCUSATE SODIUM,Stool Softener Laxative,DOCUSATE SODIUM,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,Degree Men Motionsense UltraClear Black and White 48H Antiperspirant,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
PERMETHRIN,good sense lice killing creme rinse,PERMETHRIN,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
METRONIDAZOLE TOPICAL,METRONIDAZOLE,METRONIDAZOLE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
TECHNESCAN TC 99M MERTIATIDE,Technescan MAG3,BETIATIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
REGADENOSON,LEXISCAN,REGADENOSON,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
"METHYL SALICYLATE, MENTHOL AND CAPSAICIN",Dendracin Neurodendraxcin,CAPSAICIN|MENTHOL|METHYL SALICYLATE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
BUPROPION HYDROCHLORIDE,Bupropion Hydrochloride SR,BUPROPION HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
TERAZOSIN HYDROCHLORIDE,Terazosin,TERAZOSIN HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
PHENOBARBITAL,Phenobarbital,PHENOBARBITAL,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
CALCIUM CARBONATE,Guardian Ultra Strength Antacid Assorted Fruit,CALCIUM CARBONATE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE",TRADER JOES FACE AND BODY SUNSCREEN SPF 30,AVOBENZONE|HOMOSALATE|OCTISALATE|OCTOCRYLENE,Unknown,HUMAN OTC DRUG
KLEBSIELLA PNEUMONIAE,Muco coccinum,ANAEROCOCCUS TETRADIUS|INFLUENZA A VIRUS|INFLUENZA B VIRUS|KLEBSIELLA PNEUMONIAE|MORAXELLA CATARRHALIS SUBSP. CATARRHALIS,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
ROSA CANINA LEAF AND VIBURNUM LANTANA FLOWER BUD,G-61,ROSA CANINA LEAF|VIBURNUM LANTANA FLOWER BUD,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
MUPIROCIN,MUPIROCIN,MUPIROCIN CALCIUM,Unknown,HUMAN PRESCRIPTION DRUG
CITALOPRAM,Citalopram,CITALOPRAM HYDROBROMIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
NICOTINAMIDE,Nicotinamide,CHROMIUM|COPPER|FOLIC ACID|NIACINAMIDE|SELENIUM|ZINC,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
PHENYLPHRINE HCL,NASAL DECONGESTANT PE 10mg,PHENYLEPHRINE HYDROCHLORIDE,Unknown,HUMAN OTC DRUG
CETIRIZINE HCL,careone childrens allergy relief,CETIRIZINE HYDROCHLORIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
QUETIAPINE,SEROQUEL,QUETIAPINE FUMARATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
ORGANIC ETHYL ALCOHOL,Hand Sanitizer Cucumber Aloe,ALCOHOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
"ACETAMINOPHEN , DIPHENHYDRAMINE HCL,PHENYLEPHRINE HCL",Maximum Strength Nighttime Cold and Flu,ACETAMINOPHEN|DIPHENHYDRAMINE HYDROCHLORIDE|PHENYLEPHRINE HYDROCHLORIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
HYDROCORTISONE,Hydrocortisone,HYDROCORTISONE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
SALICYLIC ACID,CVS Clarifying Body Wash Acne Treatment,SALICYLIC ACID,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
PROMETHAZINE HYDROCHLORIDE,Promethazine Hydrochloride,PROMETHAZINE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
DICYCLOMINE HYDROCHLORIDE,Dicyclomine hydrochloride,DICYCLOMINE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
BENZHYDROCODONE AND ACETAMINOPHEN,APADAZ,ACETAMINOPHEN|BENZHYDROCODONE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
"INFLUENZA A VIRUS A/VICTORIA/4897/2022 IVR-238 (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED), INFLUENZA A VIRUS A/DARWIN/9/2021 IVR-228 (H3N2) HEMAGGLUTININ ANTIGEN (UV, FORMALDEHYDE INACTIVATED),INFLUENZA B VIRUS B/MICHIGAN/01/2021 HEMAGGLUTININ ANTIGEN (FORMALDEHYDE INACTIVATED), INFLUENZA B VIRUS B/PHUKET/3073/2013 HEMAGGLUTININ ANTIGEN (FORMALDEHYDE INACTIVATED)",INFLUENZINUM,"INFLUENZA A VIRUS A/DARWIN/9/2021 IVR-228 (H3N2) HEMAGGLUTININ ANTIGEN (UV, FORMALDEHYDE INACTIVATED)|INFLUENZA A VIRUS A/VICTORIA/4897/2022 IVR-238 (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED)|INFLUENZA B VIRUS B/MICHIGAN/01/2021 HEMAGGLUTININ ANTIGEN (FORMALDEHYDE INACTIVATED)|INFLUENZA B VIRUS B/PHUKET/3073/2013 HEMAGGLUTININ ANTIGEN (FORMALDEHYDE INACTIVATED)",Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
LORATADINE,Allergy Relief,LORATADINE,Unknown,HUMAN OTC DRUG
SODIUM FLUORIDE,AutoBrush strawberry,SODIUM FLUORIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
ETHANOL,Kay Actigel Hand Sanitizer,ALCOHOL,Unknown,HUMAN OTC DRUG
FENOFIBRATE,Fenofibrate,FENOFIBRATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
NICOTINE POLACRILEX,Nicotine Mini,NICOTINE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
METFORMIN ER 500 MG,Metformin,METFORMIN HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
LORATADINE,LORATADINE,LORATADINE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
LEVOLEUCOVORIN CALCIUM,Levoleucovorin,LEVOLEUCOVORIN CALCIUM,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
BIMATOPROST,Bimatoprost,BIMATOPROST,Unknown,HUMAN PRESCRIPTION DRUG
XL - 3 ALLERGY,XL - 3 Allergy,LORATADINE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
IBUPROFEN,Ibuprofen,IBUPROFEN,Unknown,HUMAN OTC DRUG
GUAIFENESIN,UP AND UP MUCUS RELIEF,GUAIFENESIN,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
CAPSAICIN,Capsaicin,CAPSAICIN,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
ZOLMITRIPTAN,Zolmitriptan,ZOLMITRIPTAN,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
SENNOSIDES,GeriCare Senna Syrup,SENNOSIDES,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
MENTHOL,Medterra Pain Relief Menthol Roll-On,"MENTHOL, UNSPECIFIED FORM",Unknown,HUMAN OTC DRUG
"POLYETHYLENE GLYCOL 400, PROPYLENE GLYCOL",Signature Care Lubricant Eye Drops Long Lasting,POLYETHYLENE GLYCOL 400|PROPYLENE GLYCOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
SIMETHICONE,Gas Relief Extra Strength,DIMETHICONE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
NITROGEN,Nitrogen,NITROGEN,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
OXYGEN,Oxygen,OXYGEN,Unknown,HUMAN PRESCRIPTION DRUG
DULOXETINE,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
CLINDAMYCIN PHOSPHATE,Cleocin Phosphate,CLINDAMYCIN PHOSPHATE,Unknown,HUMAN PRESCRIPTION DRUG
OLMESARTAN MEDOXOMIL,OLMESARTAN MEDOXOMIL,OLMESARTAN MEDOXOMIL,Unknown,HUMAN PRESCRIPTION DRUG
NYSTATIN,Nystatin,NYSTATIN,Unknown,HUMAN PRESCRIPTION DRUG
METHIMAZOLE,methimazole,METHIMAZOLE,Unknown,HUMAN PRESCRIPTION DRUG
ACETAMINOPHEN,Pharbetol Regular strength,ACETAMINOPHEN,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
LIDOCAINE,Hunter Beach 4%,LIDOCAINE,Unknown,HUMAN OTC DRUG
RIGHT GUARD X ANTIPERSPIRANT AND DEODORANT DRYSPRAY FRAGRANCE FREE,Right Guard X Antiperspirant and Deodorant DrySpray Fragrance Free,ALUMINUM CHLOROHYDRATE,Unknown,HUMAN OTC DRUG
